# OGLE EWS map.dat file for OGLE-2024-BLG-0475
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
  6179  262.58 1117.86 99.999  9.999 20.509   0   0 9.999  339   0 0.295
  6180  288.06 1118.21 99.999  9.999 19.880   0   0 9.999  343   0 0.189
  6182  189.28 1116.68 99.999  9.999 20.431   0   0 9.999  324   0 0.327
  6183  279.49 1119.54 99.999  9.999 20.000   0   0 9.999  340   1 0.199
  6184  421.84 1119.44 99.999  9.999 20.749   0   0 9.999  328   0 0.360
  6185  470.17 1120.16 99.999  9.999 20.372   0   0 9.999  320   0 0.349
  6186  532.90 1119.76 99.999  9.999 20.165   0   0 9.999  340   0 0.212
  6187  210.33 1122.25 99.999  9.999 20.101   0   0 9.999  332   0 0.232
  6188  272.11 1122.38 99.999  9.999 20.027   0   0 9.999  338   0 0.183
  6189  325.23 1123.57 22.225  2.630 19.595  19   0 0.292  343   1 0.134
  6190  343.97 1122.26 99.999  9.999 20.085   0   0 9.999  341   1 0.203
  6191  145.44 1122.91 99.999  9.999 20.056   0   0 9.999  297   1 0.199
  6192  463.83 1123.23 99.999  9.999 19.939   0   0 9.999  342   1 0.198
  6194  459.32 1123.54 99.999  9.999 20.172   0   0 9.999  344   0 0.240
  6690  420.88 1058.17 99.999  9.999 20.564   0   0 9.999  339   0 0.338
  6691  548.01 1058.28 99.999  9.999 20.784   0   0 9.999  319   0 0.441
  6692  160.86 1057.96 99.999  9.999 21.174   0   0 9.999  286   0 0.435
  6693  273.99 1059.08 99.999  9.999 20.738   0   0 9.999  331   0 0.346
  6694  509.95 1058.64 99.999  9.999 20.726   0   0 9.999  332   0 0.408
  6695  137.84 1058.38 99.999  9.999 20.833   0   0 9.999  279   0 0.391
  6696  175.68 1060.48 99.999  9.999 20.663   0   0 9.999  315   0 0.332
  6697  209.40 1060.52 99.999  9.999 20.557   0   0 9.999  323   1 0.278
  6698  409.69 1061.76 99.999  9.999 20.550   0   0 9.999  341   0 0.313
  6699  425.94 1059.91 99.999  9.999 20.354   0   0 9.999  338   0 0.249
  6700  443.87 1061.04 99.999  9.999 19.891   0   0 9.999  341   0 0.192
  6702  336.25 1062.15 99.999  9.999 20.788   0   0 9.999  340   0 0.341
  6703  250.84 1065.17 99.999  9.999 20.805   0   0 9.999  334   0 0.367
  6704  293.05 1064.08 99.999  9.999 20.695   0   0 9.999  329   0 0.298
  6705  343.73 1064.81 99.999  9.999 20.380   0   0 9.999  337   0 0.247
  6706  150.86 1067.70 99.999  9.999 20.250   0   0 9.999  299   1 0.223
  6707  524.01 1068.98 99.999  9.999 21.166   0   0 9.999  292   0 0.471
  6708  379.25 1074.91 99.999  9.999 20.964   0   0 9.999  335   0 0.425
  6709  129.79 1075.05 99.999  9.999 21.111   0   0 9.999  247   0 0.428
  6710  467.23 1074.45 99.999  9.999 20.565   0   0 9.999  339   0 0.354
  6711  425.90 1075.38 99.999  9.999 21.095   0   0 9.999  324   0 0.471
  6712  148.34 1075.41 99.999  9.999 20.828   0   0 9.999  289   0 0.372
  6713  245.20 1075.97 99.999  9.999 20.641   0   0 9.999  334   1 0.302
  6714  276.39 1076.51 99.999  9.999 20.434   0   0 9.999  335   0 0.238
  6715  167.31 1079.04 99.999  9.999 20.802   0   0 9.999  306   0 0.363
  6716  372.25 1079.78 99.999  9.999 21.025   0   0 9.999  321   0 0.400
  6717  444.13 1081.02 99.999  9.999 21.213   0   0 9.999  253   0 0.471
  6718  293.56 1081.41 99.999  9.999 21.048   0   0 9.999  320   0 0.408
  6720  230.84 1083.46 99.999  9.999 20.333   0   0 9.999  337   0 0.215
  6721  312.01 1084.32 99.999  9.999 21.029   0   0 9.999  324   0 0.401
  6723  189.91 1086.27 99.999  9.999 20.906   0   0 9.999  316   0 0.452
  6726  309.98 1090.00 99.999  9.999 20.566   0   0 9.999  335   0 0.285
  6729  136.55 1092.02 99.999  9.999 20.795   0   0 9.999  283   0 0.360
  6730  265.40 1092.36 99.999  9.999 20.759   0   0 9.999  331   0 0.322
  6731  252.56 1094.60 99.999  9.999 21.108   0   0 9.999  325   0 0.421
  6732  297.93 1094.72 99.999  9.999 20.366   0   0 9.999  339   0 0.235
  6733  433.86 1094.76 99.999  9.999 21.204   0   0 9.999  310   0 0.494
  6736  190.71 1098.42 99.999  9.999 20.404   0   0 9.999  303   0 0.322
  6737  171.00 1104.21 99.999  9.999 21.065   0   0 9.999  297   0 0.398
  6738  244.72 1103.10 99.999  9.999 21.038   0   0 9.999  328   0 0.370
  6739  541.17 1101.94 99.999  9.999 20.432   0   0 9.999  334   0 0.378
  6740  372.41 1104.42 99.999  9.999 20.740   0   0 9.999  334   0 0.331
  6742  398.42 1106.16 99.999  9.999 20.893   0   0 9.999  327   0 0.357
  6743  384.08 1108.59 99.999  9.999 20.148   0   0 9.999  338   1 0.215
  6744  418.21 1108.39 99.999  9.999 20.902   0   0 9.999  338   0 0.387
  6746  344.56 1109.40 99.999  9.999 20.997   0   0 9.999  322   0 0.484
  6747  432.25 1110.57 99.999  9.999 20.818   0   0 9.999  327   0 0.349
  6748  197.09 1111.51 99.999  9.999 20.755   0   0 9.999  301   0 0.433
  6749  304.86 1113.32 99.999  9.999 20.986   0   0 9.999  327   0 0.405
  6750  211.33 1114.06 99.999  9.999 21.299   0   0 9.999  284   0 0.543
  6751  416.03 1116.76 99.999  9.999 20.895   0   0 9.999  325   0 0.386
  6752  387.52 1118.14 99.999  9.999 20.678   0   0 9.999  333   0 0.348
  6753  146.75 1118.20 99.999  9.999 21.085   0   0 9.999  287   0 0.417
  6754  453.06 1118.83 99.999  9.999 20.360   0   0 9.999  340   0 0.247
  6757  315.34 1121.10 99.999  9.999 21.469   0   0 9.999  278   0 0.508
  6758  370.32 1122.24 99.999  9.999 21.192   0   0 9.999  319   0 0.504
  6759  249.47 1122.92 99.999  9.999 20.564   0   0 9.999  341   0 0.296
  6760  394.03 1122.63 99.999  9.999 21.041   0   0 9.999  324   0 0.465
  6761  234.90 1123.63 99.999  9.999 21.039   0   0 9.999  302   0 0.420
  6763  388.17 1212.20 17.474  4.153 13.321  23   0 0.072  403   0 0.037
  6764  137.46 1248.29 16.410  3.756 12.653  21   0 0.028  344   0 0.022
  6765  368.95 1310.06 17.998  4.822 13.175  22   0 0.053  403   0 0.022
  6766  386.49 1139.40 17.052  2.841 14.211  23   0 0.008  401   2 0.005
  6767  264.70 1179.21 18.790  4.459 14.331  22   0 0.068  401   0 0.026
  6768  200.83 1211.11 15.673  1.548 14.125  23   0 0.006  391   3 0.005
  6769  235.88 1253.49 17.544  3.491 14.053  23   0 0.012  399   1 0.005
  6770  478.16 1327.24 19.212  4.861 14.351  22   0 0.092  403   0 0.053
  6771  518.63 1360.38 15.843  1.549 14.293  23   0 0.008  398   5 0.009
  6772  434.19 1442.81 16.288  2.540 13.748  23   0 0.007  402   1 0.004
  6776  202.30 1125.62 18.483  3.598 14.885  22   0 0.018  395   0 0.008
  6777  365.88 1153.88 17.741  2.507 15.235  23   0 0.009  401   2 0.006
  6778  222.45 1172.55 18.629  3.958 14.671  22   0 0.029  399   0 0.011
  6779  366.83 1171.73 18.228  3.171 15.057  22   0 0.014  401   2 0.006
  6780  418.23 1194.32 16.618  1.657 14.960  23   0 0.006  402   1 0.005
  6781  465.11 1203.84 18.189  2.973 15.216  23   0 0.018  403   0 0.005
  6782  528.03 1303.91 18.112  3.143 14.969  22   0 0.019  403   0 0.006
  6783  292.44 1335.29 18.689  4.029 14.660  21   1 0.024  401   1 0.007
  6784  541.20 1343.81 16.571  1.883 14.688  23   0 0.008  403   0 0.006
  6785  511.43 1354.72 17.704  3.248 14.456  22   1 0.016  403   0 0.007
  6786  445.47 1356.52 16.525  2.000 14.525  23   0 0.007  403   0 0.004
  6788  227.73 1437.00 17.891  2.803 15.088  23   0 0.011  398   2 0.005
  6789  218.08 1457.49 18.293  3.069 15.224  23   0 0.014  397   1 0.006
  6790  497.35 1462.45 17.840  3.343 14.496  23   0 0.010  403   0 0.006
  6792  153.04 1489.81 17.986  3.071 14.915  22   0 0.012  362   1 0.006
  6793  199.61 1492.74 17.959  3.048 14.911  23   0 0.014  393   1 0.006
  6794  480.58 1494.79 18.438  3.317 15.121  22   0 0.011  402   1 0.006
  6808  518.50 1143.07 18.628  2.809 15.819  22   0 0.020  402   1 0.010
  6811  523.94 1164.17 19.026  3.083 15.942  22   0 0.025  402   1 0.009
  6813  235.08 1178.59 19.276  3.198 16.078  22   0 0.022  398   1 0.008
  6814  394.61 1185.91 18.441  2.778 15.663  22   0 0.025  400   3 0.011
  6815  374.84 1196.63 19.353  3.235 16.118  22   0 0.033  401   2 0.010
  6816  169.36 1215.08 18.817  2.785 16.032  22   0 0.016  376   0 0.009
  6817  346.58 1223.14 19.354  3.227 16.127  22   0 0.036  401   1 0.009
  6818  485.26 1226.62 17.797  1.978 15.819  22   0 0.009  401   2 0.007
  6819  192.82 1260.27 18.730  3.064 15.666  22   0 0.018  391   2 0.007
  6820  357.46 1287.71 18.984  3.175 15.809  22   0 0.029  399   3 0.009
  6821  345.62 1290.04 18.929  2.767 16.162  22   0 0.020  402   1 0.009
  6822  130.56 1311.25 18.360  2.953 15.407  20   0 0.019  329   1 0.008
  6823  338.51 1309.89 18.726  2.725 16.001  22   0 0.021  400   2 0.008
  6824  473.03 1329.07 18.854  2.680 16.174  22   0 0.024  402   0 0.051
  6827  251.01 1358.91 18.923  3.214 15.709  22   0 0.021  399   2 0.008
  6828  376.70 1359.90 19.310  3.018 16.292  22   0 0.029  401   1 0.010
  6829  304.20 1368.55 19.259  3.159 16.100  22   0 0.020  401   0 0.009
  6830  312.47 1381.84 17.499  2.161 15.338  23   0 0.011  402   0 0.006
  6831  464.88 1388.19 18.052  1.943 16.110  23   0 0.012  401   1 0.009
  6832  431.54 1395.42 18.409  2.773 15.636  22   0 0.020  403   0 0.007
  6833  146.05 1395.91 18.920  2.663 16.258  21   0 0.027  353   1 0.010
  6835  518.00 1430.46 17.153  1.687 15.466  23   0 0.011  402   1 0.007
  6837  394.29 1443.74 18.765  2.606 16.159  22   0 0.024  399   4 0.010
  6839  343.45 1499.55 19.026  3.157 15.870  22   0 0.020  400   3 0.007
  6840  199.69 1507.93 17.765  1.557 16.208  22   1 0.010  392   2 0.010
  6841  134.29 1512.30 18.591  3.211 15.380  19   0 0.018  336   0 0.006
  6842  489.87 1513.56 17.996  1.884 16.112  23   0 0.012  401   1 0.009
  6850  380.54 1361.18 19.990  2.843 17.147  22   0 0.046  402   0 0.021
  6851  290.43 1125.42 19.777  2.945 16.832  22   0 0.056  398   3 0.015
  6852  301.78 1124.05 19.575  3.158 16.416  22   0 0.030  401   0 0.011
  6853  415.20 1125.15 18.882  2.122 16.760  22   0 0.022  400   2 0.013
  6854  130.40 1128.06 19.287  2.700 16.587  19   0 0.041  327   1 0.012
  6855  252.63 1139.67 19.768  3.130 16.637  22   0 0.043  400   0 0.013
  6856  261.29 1139.70 19.866  3.319 16.547  22   0 0.064  399   1 0.014
  6857  132.60 1148.91 19.649  2.716 16.932  19   0 0.030  330   2 0.015
  6858  356.34 1151.90 19.730  3.122 16.609  22   0 0.046  400   2 0.012
  6859  269.81 1158.36 19.516  3.197 16.320  22   0 0.044  398   2 0.011
  6861  334.13 1162.84 19.619  2.940 16.678  22   0 0.037  400   2 0.012
  6862  300.59 1169.19 18.939  2.730 16.209  22   0 0.017  402   0 0.009
  6863  394.39 1172.94 19.405  2.520 16.885  22   0 0.032  398   4 0.014
  6864  140.52 1174.96 19.998  2.968 17.030  20   0 0.060  348   0 0.018
  6865  503.64 1176.34 19.842  2.951 16.891  22   0 0.040  400   1 0.013
  6866  252.50 1181.39 20.242  3.257 16.985  22   0 0.093  399   1 0.016
  6867  219.36 1187.53 18.804  2.255 16.549  22   0 0.023  396   1 0.012
  6868  242.81 1188.57 20.132  3.038 17.094  22   0 0.043  397   1 0.017
  6869  471.17 1193.49 19.243  2.909 16.334  22   0 0.027  402   0 0.011
  6870  388.66 1194.79 19.500  2.688 16.812  22   0 0.033  398   4 0.015
  6871  514.01 1195.23 19.761  2.906 16.855  20   2 0.031  400   2 0.013
  6872  365.46 1204.88 19.334  2.935 16.399  22   0 0.029  398   4 0.010
  6873  165.84 1204.91 20.018  2.950 17.069  21   0 0.057  373   1 0.018
  6874  333.08 1209.26 19.931  3.051 16.881  22   0 0.041  401   1 0.015
  6875  376.66 1215.19 19.650  2.867 16.783  22   0 0.054  399   3 0.029
  6876  456.61 1217.18 19.750  2.719 17.031  22   0 0.037  401   1 0.016
  6878  469.16 1225.06 18.971  2.578 16.394  22   0 0.020  402   0 0.010
  6881  288.25 1229.40 20.200  3.124 17.076  22   0 0.048  399   2 0.016
  6882  465.12 1234.96 19.418  2.590 16.828  22   0 0.033  401   1 0.013
  6883  144.33 1237.70 19.851  2.989 16.862  21   0 0.065  349   2 0.028
  6884  543.26 1238.75 18.676  1.958 16.718  21   1 0.012  401   1 0.013
  6886  336.97 1254.99 19.694  3.043 16.651  22   0 0.039  402   0 0.012
  6887  316.90 1261.94 19.346  2.719 16.627  22   0 0.035  399   2 0.011
  6888  332.93 1262.72 19.563  2.983 16.580  22   0 0.038  400   2 0.012
  6889  504.20 1263.29 19.523  2.656 16.867  21   1 0.034  399   2 0.015
  6890  415.93 1271.06 19.708  2.911 16.797  22   0 0.041  399   3 0.014
  6891  137.38 1271.27 19.680  2.907 16.773  20   0 0.039  343   0 0.016
  6892  359.86 1275.88 19.536  2.813 16.724  22   0 0.037  400   2 0.013
  6893  431.69 1279.20 19.353  2.908 16.446  22   0 0.036  402   0 0.010
  6894  274.02 1280.39 19.326  2.669 16.657  22   0 0.040  399   2 0.012
  6895  240.93 1283.55 19.607  2.903 16.703  22   0 0.035  398   1 0.013
  6896  398.83 1283.02 19.748  2.735 17.013  22   0 0.053  399   3 0.016
  6897  464.10 1284.98 18.880  2.599 16.281  22   0 0.023  400   2 0.010
  6898  458.24 1287.51 19.417  2.605 16.811  22   0 0.030  399   3 0.014
  6901  478.17 1296.25 19.285  2.758 16.527  21   1 0.027  400   2 0.011
  6903  489.83 1303.44 18.865  1.991 16.873  22   0 0.019  401   0 0.015
  6905  212.74 1308.19 19.465  2.894 16.571  21   1 0.027  395   1 0.012
  6906  311.29 1314.28 19.614  2.955 16.659  22   0 0.030  400   1 0.012
  6907  274.83 1319.69 20.034  3.026 17.008  21   1 0.043  400   1 0.016
  6909  144.27 1325.01 19.940  2.875 17.065  21   0 0.070  352   0 0.017
  6910  215.62 1324.63 19.992  2.982 17.011  20   2 0.031  396   0 0.016
  6911  197.16 1330.37 19.375  2.883 16.492  22   0 0.033  391   1 0.011
  6912  429.59 1329.70 19.487  2.858 16.629  22   0 0.038  402   0 0.012
  6913  521.04 1331.36 18.956  2.020 16.935  22   0 0.022  401   0 0.015
  6914  342.45 1340.55 19.609  2.962 16.647  22   0 0.037  400   2 0.012
  6916  398.73 1343.90 19.296  2.694 16.602  22   0 0.039  400   2 0.013
  6917  452.02 1344.14 18.993  2.560 16.433  22   0 0.026  401   1 0.010
  6918  255.94 1346.74 19.681  2.758 16.923  22   0 0.038  400   0 0.016
  6919  478.37 1347.97 19.526  2.486 17.040  22   0 0.042  399   3 0.017
  6920  541.01 1349.32 19.365  2.837 16.527  22   0 0.056  403   0 0.021
  6922  453.58 1352.47 18.704  2.508 16.197  22   0 0.021  402   1 0.011
  6923  541.25 1358.37 19.277  2.655 16.622  22   0 0.021  401   1 0.013
  6924  452.33 1362.49 19.310  2.594 16.716  22   0 0.037  402   0 0.017
  6926  473.34 1371.39 19.277  2.865 16.412  22   0 0.031  400   2 0.010
  6927  266.29 1371.38 18.717  1.955 16.763  22   0 0.019  400   0 0.013
  6928  546.67 1383.79 19.939  3.032 16.906  22   0 0.038  401   1 0.015
  6929  195.84 1387.61 19.711  2.906 16.805  22   0 0.050  392   0 0.014
  6930  213.96 1397.83 19.585  2.642 16.943  22   0 0.042  394   2 0.015
  6931  362.34 1396.84 19.569  2.650 16.919  22   0 0.027  400   2 0.015
  6932  381.13 1398.28 19.005  2.362 16.643  22   0 0.018  401   1 0.011
  6933  471.69 1398.24 20.171  3.058 17.113  22   0 0.063  401   1 0.017
  6934  415.90 1401.82 19.424  2.804 16.620  22   0 0.036  400   2 0.012
  6935  243.02 1404.34 19.348  2.759 16.588  22   0 0.037  398   1 0.013
  6936  386.16 1406.56 19.566  2.885 16.681  22   0 0.031  399   3 0.013
  6937  533.60 1410.91 19.475  2.822 16.653  22   0 0.024  400   1 0.014
  6938  407.26 1412.51 19.287  2.942 16.346  22   0 0.043  397   5 0.010
  6939  458.36 1412.43 18.954  2.600 16.355  22   0 0.035  400   2 0.010
  6940  184.08 1414.89 19.462  2.726 16.737  22   0 0.049  383   1 0.015
  6941  197.67 1420.92 18.922  2.652 16.271  22   0 0.026  391   1 0.010
  6943  240.27 1423.20 19.586  2.964 16.622  22   0 0.054  398   1 0.014
  6944  420.52 1423.89 19.686  2.834 16.852  22   0 0.040  399   3 0.014
  6945  236.70 1430.13 19.185  2.863 16.322  22   0 0.032  398   1 0.012
  6946  407.75 1434.00 18.917  2.483 16.435  22   0 0.027  398   4 0.012
  6947  222.88 1445.87 18.784  2.100 16.685  22   0 0.023  395   3 0.013
  6948  313.44 1450.55 19.735  3.039 16.696  22   0 0.045  401   0 0.013
  6949  454.02 1450.26 19.666  2.797 16.869  22   0 0.043  401   1 0.015
  6950  147.81 1453.71 18.873  2.712 16.161  22   0 0.023  355   0 0.011
  6951  427.93 1458.46 19.603  2.915 16.688  22   0 0.045  399   3 0.013
  6952  270.80 1462.36 19.543  3.176 16.367  22   0 0.024  399   1 0.010
  6953  191.60 1463.40 19.402  2.885 16.517  22   0 0.026  388   1 0.013
  6954  255.03 1479.57 19.191  2.690 16.501  22   0 0.028  400   0 0.011
  6955  380.15 1478.59 18.590  1.830 16.761  22   0 0.027  401   1 0.012
  6956  370.26 1485.07 18.994  2.715 16.278  21   1 0.016  400   2 0.011
  6959  219.13 1490.66 18.909  2.612 16.297  22   0 0.022  397   0 0.010
  6960  364.92 1495.73 19.631  2.861 16.771  21   1 0.035  397   5 0.014
  6961  535.18 1496.34 19.242  2.239 17.004  22   0 0.032  400   1 0.017
  6962  251.62 1499.25 19.106  2.095 17.011  22   0 0.028  399   1 0.020
  6963  549.87 1504.57 19.306  2.888 16.418  22   0 0.026  401   0 0.013
  6964  384.29 1509.58 19.700  3.097 16.603  22   0 0.040  400   2 0.015
  6965  501.17 1516.15 19.362  2.194 17.169  22   0 0.033  400   0 0.016
  7008  445.31 1192.36 20.137  2.005 18.133  22   0 0.061  401   0 0.042
  7009  524.77 1328.04 20.867  2.625 18.242  22   0 0.149  402   0 0.045
  7012  167.35 1127.10 20.633  2.944 17.689  22   0 0.097  372   1 0.027
  7013  264.00 1128.35 20.678  2.749 17.929  22   0 0.067  395   3 0.031
  7014  325.94 1130.01 20.017  2.835 17.182  22   0 0.054  400   2 0.017
  7015  415.92 1138.58 20.450  2.866 17.584  22   0 0.090  398   2 0.023
  7017  360.22 1141.04 20.401  2.879 17.522  22   0 0.091  399   2 0.021
  7019  187.96 1149.82 20.429  3.075 17.354  22   0 0.077  382   2 0.019
  7020  429.05 1150.34 20.112  2.262 17.850  22   0 0.064  397   2 0.028
  7021  522.76 1152.70 99.999  9.999 17.353   0   0 9.999  402   0 0.021
  7022  152.02 1152.48 19.784  2.289 17.495  22   0 0.045  357   1 0.021
  7023  404.04 1157.14 20.809  2.956 17.852  22   0 0.127  396   3 0.029
  7025  548.64 1166.74 19.804  2.234 17.571  22   0 0.069  398   1 0.023
  7026  146.01 1171.37 20.352  2.226 18.126  21   0 0.066  351   0 0.038
  7027  256.22 1171.26 21.097  3.235 17.862  22   0 0.127  397   1 0.036
  7028  192.43 1174.52 19.412  2.264 17.148  22   0 0.028  389   2 0.018
  7029  277.89 1174.29 20.667  3.368 17.299  22   0 0.137  401   0 0.021
  7030  510.68 1176.47 20.573  2.664 17.909  22   0 0.107  400   1 0.028
  7031  294.98 1181.05 20.240  2.845 17.394  22   0 0.083  400   1 0.020
  7032  514.79 1182.70 19.530  2.084 17.446  22   0 0.045  401   1 0.021
  7033  170.51 1199.96 20.430  2.661 17.769  22   0 0.067  375   0 0.031
  7034  230.77 1199.86 20.054  2.363 17.690  22   0 0.045  397   0 0.025
  7035  373.12 1203.31 19.151  1.708 17.443  22   0 0.023  397   5 0.026
  7036  381.14 1205.16 20.274  2.240 18.034  22   0 0.072  396   3 0.106
  7037  428.17 1212.53 20.018  2.692 17.327  22   0 0.060  401   1 0.020
  7038  517.07 1212.83 20.221  2.827 17.394  22   0 0.057  400   0 0.019
  7039  153.16 1223.75 20.172  2.372 17.801  22   0 0.059  358   0 0.032
  7040  526.19 1226.10 20.229  2.945 17.284  22   0 0.095  402   0 0.017
  7041  180.85 1226.21 20.581  2.679 17.903  22   0 0.090  381   0 0.033
  7044  159.15 1248.22 20.104  2.835 17.269  22   0 0.076  369   1 0.025
  7045  403.23 1247.85 20.707  2.786 17.921  21   0 0.109  400   1 0.035
  7046  179.43 1250.82 19.770  2.177 17.593  22   0 0.065  379   1 0.026
  7047  538.17 1250.17 20.660  2.823 17.837  21   0 0.096  401   0 0.030
  7048  269.86 1254.17 20.411  3.174 17.237  22   0 0.106  398   0 0.031
  7049  285.46 1255.24 20.747  3.052 17.695  22   0 0.066  395   3 0.024
  7050  287.78 1279.33 20.275  2.813 17.462  22   0 0.064  399   2 0.021
  7052  318.11 1282.15 20.292  3.094 17.198  21   1 0.045  402   0 0.017
  7054  331.86 1288.79 19.368  2.050 17.318  22   0 0.036  398   3 0.021
  7055  252.87 1289.99 20.793  3.076 17.717  22   0 0.113  399   0 0.026
  7058  387.40 1296.00 20.226  2.384 17.842  22   0 0.044  397   3 0.032
  7059  512.75 1296.25 19.297  1.667 17.630  22   0 0.030  401   1 0.025
  7060  140.32 1299.66 19.812  2.286 17.526  20   0 0.042  343   3 0.023
  7061  186.95 1301.38 20.243  2.979 17.264  21   1 0.060  383   1 0.019
  7063  390.94 1301.53 20.283  2.332 17.951  22   0 0.054  395   4 0.033
  7064  477.90 1304.76 20.607  2.887 17.720  22   0 0.088  400   0 0.027
  7065  219.89 1318.22 19.929  2.769 17.160  22   0 0.058  397   0 0.018
  7066  170.16 1324.49 20.088  2.779 17.310  22   0 0.042  375   1 0.020
  7067  306.46 1324.57 19.354  2.102 17.252  22   0 0.033  400   1 0.018
  7070  482.44 1351.54 20.478  2.928 17.550  23   0 0.129  400   2 0.024
  7071  472.79 1355.43 20.225  2.682 17.543  22   0 0.058  400   0 0.046
  7072  281.33 1365.02 20.327  2.335 17.992  21   1 0.070  400   0 0.034
  7074  163.92 1369.64 20.186  2.428 17.758  21   0 0.077  372   0 0.029
  7076  491.00 1391.26 20.313  2.882 17.431  22   0 0.119  399   2 0.020
  7078  201.61 1395.79 20.082  2.603 17.479  22   0 0.043  391   1 0.022
  7079  408.25 1397.93 20.124  2.324 17.800  22   0 0.070  394   6 0.028
  7080  475.80 1397.42 20.024  2.873 17.150  22   0 0.054  400   2 0.018
  7081  304.81 1399.36 19.958  2.390 17.567  22   0 0.052  399   2 0.022
  7082  546.17 1400.10 19.993  2.346 17.646  22   0 0.061  400   0 0.025
  7083  495.80 1403.09 20.676  2.888 17.788  22   0 0.110  400   0 0.026
  7084  495.58 1410.96 19.942  2.130 17.811  21   1 0.041  400   0 0.026
  7085  140.00 1418.28 20.548  2.772 17.776  20   0 0.061  342   0 0.029
